pk_local;Region Code;Address Number;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
809f77c185ed7865cde5b35c72b04fb0168ed26e4a421ec76c8cb63a867240ce;0;10002220;Prince George;CA;1594 Nicholson Street;Não Informado;Não Informado;Não Informado;BC;V2N 1V6
629be0ebf84953be5f5ec9478f5385c4a362f3344b948eb4d580ce40c81c50d9;0;10009885;Winnipeg;CA;PO Box 7100;Não Informado;Não Informado;Não Informado;MB;R3C 3B3
f60950dfde0bfb31fb193ea93a2f048de2e61f7f6adb005b202bb4ec3f13d40c;5;10024880;"";"";"";"";"";"";"";""
3b68ea7db7172b984f3ab0a6fa1e8651b371e9bc1e2ec9b6f96c7ed99c9c71e4;3;10003720;Hermitage;US;2755 Kirila Boulevard;Não Informado;Não Informado;Não Informado;PA;16148
d3fa81d108f10f5e98174b5095ac28e585f17c2f8cca7cb0533b984c201576ee;1;10021184;Aurora;US;14312 Stenbock Way NE #F;Não Informado;Não Informado;Não Informado;OR;97002
2aad9c3e8a87909a0cbac8e4a69c6d73cc069d01c13aece6b97ba8bad2efc100;4;10010974;Chippewa Falls;US;13296 County Highway 00;Não Informado;Não Informado;Não Informado;WI;54729
777b2a0c1652fef6da9264a0aeaf75d4879064ebef897bcfa9a43d36f2f64b9e;3;10006848;Fredericksburg;US;1101A Potomac Avenue;Não Informado;Não Informado;Não Informado;VA;22405
a48e33168e16d4da34d93ff5d4fe3a67707e3f84fb959fa47e46df20ece7b4b4;5;10026521;Quezon City;IR;97 Banawe Street;Não Informado;Não Informado;Não Informado;Não Informado;1114
c2f5cdd80352b507493aa6fc7ea5ec23f3cc6a66e65db47053245bfa18a47cc3;5;10013127;"";"";"";"";"";"";"";""
9dfc86b3e5562622151a02075c3f1a9d27bcc7570a8abc1796941839a75a004a;2;10026336;Columbia;US;PO Box 26;Não Informado;Não Informado;Não Informado;SC;29202
c590ba7926ee05cf1ba1fe4756745dd9e58f191dc2c3483cbd3722531380b448;2;10019617;Spring;US;2445 FM 2920;Não Informado;Não Informado;Não Informado;TX;77388
19772b4dd4be7e787f6fd2ab90b25839f2cf84ee119749a4d2b679eb8eda895f;0;10014471;Calgary;CA;2916-21st Street Northeast;Não Informado;Não Informado;Não Informado;AB;T2E 6Z2
a200b3bcb1aa9bce37493b0524df2fc3b7ba9e019f29367239a57a9097868400;1;10009647;Sacramento;US;3248 Auburn Boulevard;Não Informado;Não Informado;Não Informado;CA;95821
28af61101494c0a754b450f9853251cb63dbe55faf76e41b15947d682d51fcbc;4;10026055;Eau Claire;US;5100 Highway 93 South;Não Informado;Não Informado;Não Informado;WI;54701
60cd557f935e923f3f3c1b233cb16b8499f8b64f07095a52dff7b9e092266b45;4;10015275;Marshfield;US;1601 East 29th Street;Não Informado;Não Informado;Não Informado;WI;54449
531e104473f4cf71450d4c4b3446f336acf626bafdfcb630008106b096ef8e36;5;10020491;"";"";"";"";"";"";"";""
49a5c794722b0bd49c01707da640a1bbe864684f0f56267b5a6c91d30f31c34b;1;10024260;Spokane;US;PO Box 13056;Não Informado;Não Informado;Não Informado;WA;99213-3056
df89f2e8709e751afe52159ad648e977891ba76ad4759fcf883ef8a178d8dc06;4;10022444;Livonia;US;Detroit Technical Center;37002 Industrial Road;Não Informado;Não Informado;MI;48150
0b82c6b9fbc3f6dd6214a9a52f6dad3964199aaeb44d112f8fe40487c257ab2f;5;10014043;Guadalajara Jal Mexico;IR;Rinconada De La Floresta 1137;Rinconada Del Bosque CP;Não Informado;Não Informado;Não Informado;44530
6830e7632a420daf943495e7e804c77b5e5c3c7b8d0d7affffec398b5cd925fb;5;10026009;Não Informado;AU;2 Calle 25-80 Zona - 15 Vista;Hermosa II Local 2;Não Informado;Não Informado;Não Informado;Não Informado
ffe3b6e5ca8c3d7086fc37623289f943cec9b91c953c037a823d47e0b6fb4e1a;5;10002161;"";"";"";"";"";"";"";""
c2d9eceee5ada7c39a3e9c10d90dac54c7de2ed039f11b2aa2326848686fda58;4;10026606;Dearborn;US;Central Accounting Service;PO Box 6005;Não Informado;Não Informado;MI;48121
bd5e18407641328751af323534b34b19872a8765c5a2af8a2bbbb55dab38c95d;1;10025051;Anchorage;US;1301 East 64th Avenue;Não Informado;Não Informado;Não Informado;AK;99518
f68c2d2b80eb34aed10950fb9f899ac70444948d74f4d18005d73dada385d17e;2;10025758;Oklahoma City;US;4532 Enterprise Drive;Não Informado;Não Informado;Não Informado;OK;73128
72e72dad33c60b05ae5c34a6e48804cfa5b2c67e1250d89aee50eef3b0e2118a;3;10025062;Bedford Hills;US;731 North Beford Road;Não Informado;Não Informado;Não Informado;NY;10507
a97e902f81e51e487a5a17b58039778aabc9d2cd29c668d323fb4bfd0bc7a7bb;5;10020449;Santiago;UK;Attention: Rodrigo Yrarrazaval;Jose M Infante 2320 Nunoa;Não Informado;Não Informado;Não Informado;Não Informado
d5291d6f763ecce3b29d22d17b62557af17f586092d5fe90b03d216017700406;1;10023489;Sacramento;US;3248 Auburn Boulevard;Não Informado;Não Informado;Não Informado;CA;95821
c4093bf8295ffec1709cb0d0f1a444235b5903d2344c143572d2acaf19cc31d3;2;10016542;Greenville;US;Greenville PDC #23;52 Bruce Road;Não Informado;Não Informado;SC;29605
63540325c9f325c23b94d2daa47c48c666e9e0c70f0d9966efd19f28f3f94d57;5;10025304;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
95ba6ecce2e132a306e34d946b2226f8536659fb3eca5d006a077b980cd0baac;5;10025052;Songtan SI;AU;150-3 Chilkei-Dong;Não Informado;Não Informado;Não Informado;Não Informado;459-050
981be49a243aaebfd524617b741e8288089ff14589718e2be959767676ea5b7f;0;10025299;Montreal;CA;6260 - Place Northcrest Suite 305;Não Informado;Não Informado;Não Informado;QU;H3S 2T4
ab4721b34156c515b4eaa4ae02a5e6cbe0fcb847d7ad2bbb23ff598fb3740b22;5;10015956;"";"";"";"";"";"";"";""
b68e87d537c9211ac8fe7382285338e9195c3ab5cc11ae7794e23890c1665b51;1;10000480;Phoenix;US;Attention: Accounts Payable;PO Box 21502;Não Informado;Não Informado;AZ;85036-1502
9a5e5ae53845bff7664f3c5da58aa8fb46c917a4a682f835612d934a6d6af68e;0;10022240;Mississauga;CA;1665 Shawson Drive;Não Informado;Não Informado;Não Informado;ON;L4W 1T7
85b0e34576337e16b3df167c67fae812dfd88fa84ac3af22e92d91d02330d986;5;10021283;"";"";"";"";"";"";"";""
48c86f55f8d14fe10f9e2c54adc5212274a4ccb20a6c1481e6304dfd5fbd9529;5;10022755;Johannesburg;AU;PO Box 86222;City Deep 2049;Não Informado;Não Informado;Não Informado;Não Informado
f1724729a416c4257ab033ec6bcee1b60fc79f7c8980cd0cbfc758d71081f247;5;10024477;Santa Cruz;UK;Modulo 2 Manzana 27;Parque Industrial;Não Informado;Não Informado;Não Informado;Não Informado
8695b2bef7d5c59974d0924f7bf21a8f5d25074e479ec83a42437ab16318ad3b;5;10006983;"";"";"";"";"";"";"";""
1bd38b847a74676e03233678cddbbe51e3292dce19b915dc2488a32843f36171;1;10015793;Sacramento;US;3248 Auburn Boulevard;Não Informado;Não Informado;Não Informado;CA;95821
541f43a10270dc031212cb0df59ba861362ced1402b274ebe279687122e16da0;1;10023275;Portland;US;PO Box 30659;Não Informado;Não Informado;Não Informado;OR;97294
5c7a16c0bfcbcc4b06b58735072c43cbec07d2a6eda2cfe1dfd49f1279955f00;4;10025061;Canton;US;PO Box 80509;Não Informado;Não Informado;Não Informado;OH;44708
4a288ab34a3ff6c8ee33d2a2703c784222e5853630e46f86973a16e0696dbc12;4;10014469;Livonia;US;Accounting Department Service & Parts;PO Box 537940;Não Informado;Não Informado;MI;48153-7940
8757ba515892fa92f0a2a2b0d2ba67097d1cff382dca14843078d56c0c441ea8;0;10026268;Surrey;CA;Unit 403 - 17665 - 66A Avenue;Não Informado;Não Informado;Não Informado;BC;V3S-2A7
3ce5882d961ab6b06a5dad2fd9d0d329fd974c7466acea9b1eb6531a8e817aba;2;10024725;Jasper;US;PO Box 174;Não Informado;Não Informado;Não Informado;TX;75951
7fa328290b62c9069660d1942fc5a4981f749b0e8f004236199f6e2fb99fc05a;1;10018628;Tigard;US;12805 SW 77th Place;Não Informado;Não Informado;Não Informado;OR;97223
5d3a0d1820a243c1a3f6d2b000a0e40d7a71f3b412e5321fd60652c48ea8ccd3;0;10020448;Regina;CA;1155 Mackay Street;Não Informado;Não Informado;Não Informado;SK;S4N 4X9
fd067b20455ba1e500ade45561a3bd72270974283d2214b7290a8a1358581a40;5;10012158;"";"";"";"";"";"";"";""
328b3010af72ca2986475d2e2a69f8f1600051d6ea4dfbfc6ff8b9ab98f95c7e;5;10016780;"";"";"";"";"";"";"";""
e1f3da88c02b3140dfadf3a0ce7a53fe4a02071037f0d446607310b0ff0cca91;5;10019812;"";"";"";"";"";"";"";""
29eed612e2c7861c5027b0054954155516ecb3a65a71721d2962faaff584e4e4;5;10002150;"";"";"";"";"";"";"";""
e44d47bf4ca0dc20321eda6c748791be0fe741e6b9732fa2a29e48af14899970;1;10021412;Clackamas;US;13101 SE 84th ave;Suite B;Não Informado;Não Informado;OR;97015-9733
50ca84abc9cb7233a01d03b4471bf2fffca3caa3995994fef0b35635bf848fff;4;10009676;Kalamazoo;US;167 East Kalamazoo Avenue;Não Informado;Não Informado;Não Informado;MI;49007
d9dbd536f6530c1899e994c6df043229b0329a658f0b6b7437c92c20f3f62cb2;2;10022470;Ormond Beach;US;Attention: Linda;100 Business Center Drive;Não Informado;Não Informado;FL;32176
9adb58c0de6ce17e8f7552babb98cef45a6880d32382ac41e06cde808504cc4c;5;10026365;"";"";"";"";"";"";"";""
b5052f077b5f9117ee3e2a1fcfe3815275785994396bb6568f7cd8c59f0f2878;5;10013079;"";"";"";"";"";"";"";""
fd2a18c3f192d31691f36db06dd7b49f8a3bff2ae721af1220dd6c754154c68c;5;10002137;"";"";"";"";"";"";"";""
d897a2ca8c2f9f440cce0b13238c1aebb60016474a558630d236ff723acd57b8;4;10024524;New Hampton;US;PO Box 511;Não Informado;Não Informado;Não Informado;IA;50659
dbe1d631dadb722d02ea0936a57bce09323e0153eef9d60b7adbaa784884b5a1;5;10021160;"";"";"";"";"";"";"";""
167bf1e97390963717d75149c005853f25f3ce3a68e2970410b26db1b94beb5c;5;10018603;Dubai;UK;PO Box 12932;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
36c6f45a268b54881278ce2ae3f228db69558b9970530f2c0096a7c1236fb261;2;10000460;Goodlettsville;US;709 Rivergate Parkway;Não Informado;Não Informado;Não Informado;TN;37072
cccf07b30d1c2592258cb91faab978fe62ee7aa06db0b180e0618639a308cb76;5;10025353;"";"";"";"";"";"";"";""
ef3c7767033519f98e08ee4b632ce8a73e7d09d51d81b1743dfcf51d3e35e584;2;10000475;Charlotte;US;5745 N Tryon Street;Não Informado;Não Informado;Não Informado;NC;28213
ab4e5520d6b6c770c8ef5c1e49da046edf9624e47eaea7a0900349d95b3b9b1f;5;10015886;"";"";"";"";"";"";"";""
41483ea44835bd469021e6ab0917a74a4bb190c262e7e2f8abfca73afc579122;5;10013341;"";"";"";"";"";"";"";""
37d532c48d9d04ef782e11f0d3806062c45c32602e9111536ad601d48ee3030f;2;10006805;Miami;US;1801 NW 82nd Ave;Não Informado;Não Informado;Não Informado;FL;33126
2c542440c3e8382308e9de05a04247ad39c2715d79bc5f9e3bd1c7908106617f;5;10021305;"";"";"";"";"";"";"";""
9e29ebdcc001752567e646a601fdd7cbc2911e813b57fad0675240562f18bc42;1;10005006;Boise;US;601 East Gowen Road;Não Informado;Não Informado;Não Informado;ID;83716
9a937fdef08fd91f69bb72ec73e483d7e4770d30f32ec22454745255bf4fad70;4;10000474;Des Moines;US;PO Box 3265;Não Informado;Não Informado;Não Informado;IA;50316
7c2d7bfc0c958fb163a2932994304369ecbb59b846f6ebc6b3dbd67f40522d8b;1;10024022;Irvine;US;9950 Jeronimo Road;Attention: Sohaila;Não Informado;Não Informado;CA;92618
caa718a5479711f4d7749d041f7ad9166692f8d321982600bedebd49028cb2cc;3;10024246;East Providence;US;580 Waterman Avenue;Não Informado;Não Informado;Não Informado;RI;2914
8539c0feb17c210c619557a12f69721096fca00d444427f911d7cf63fb439598;2;10025302;Tulsa;US;4345 South West Boulevard;Não Informado;Não Informado;Não Informado;OK;74107
e2a247b3d46d94417520143b9f8fb305edc4dd32fff11ed19fff7b2ba11a8665;0;10027082;Edmonton;CA;9111 41 Avenue;Não Informado;Não Informado;Não Informado;AB;T6E 5V2
b9cd20f60f15b1f098a6199cbd9c1a739d7b6a4d55cd95031dca1da65cfab639;5;10007536;"";"";"";"";"";"";"";""
43f9fb36e1fc4d1c8dc79e46aa446793bcff8869a4831de81e4402c6a7615296;4;10010935;Sioux Center;US;877 1st Avenue NW;Não Informado;Não Informado;Não Informado;IA;51250
b23d2c1f162a00102f9ed589a60cce62370ed796040a6aa37ee524b01eccfb81;5;10005810;"";"";"";"";"";"";"";""
b509fbd39c03133e4553071cfe08d31207d3b5cdbf4e899fde1569e594f4a647;5;10015325;"";"";"";"";"";"";"";""
671097de9caef4f323afc8b9f416c39808b055bd753211b25677239fd5877ba6;1;10021422;Brea;US;3251 East Imperial Highway;Distributor #1111190;Não Informado;Não Informado;CA;92621
95b67f347242afadeeb17da831f717d6d4392098ef8ecf7c163d20a53e023106;5;10009645;"";"";"";"";"";"";"";""
6a9e931fda2339242c864f8e2c3f434ccb4f76eb1e047b80a71fd7c3a508fd17;5;10002155;"";"";"";"";"";"";"";""
e1a1fcaace1f770f4816343e2893bab1e08033f42062ad0b225d55603c266148;5;10026868;Valencia;UK;Aut Reg Del Centro Valencia;A Pto Cabello Dist Naguanagua;Centro Comercial;IL Portico;Não Informado;Não Informado
a1ad3e192cdcf6e3b211f7029530666ed4c0dfae57131441db9561da6408931f;5;10005376;"";"";"";"";"";"";"";""
1d7d55477619fe0cea0d57ef7049452cb7996c9cf2a0a2ad7c36ccbbe3adfb66;5;10002159;"";"";"";"";"";"";"";""
3a11a7507952e805ac303f82029e68d66b539d226af4d1296e4559de5ed6562a;5;10013011;112 Reyjavik;AU;Vagnhofda 23;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
fa88f36cb4db8bee7401b78565c16891853df97b0981c22798860b837b49bf76;5;10009863;Beijing 100088;UK;PO Box 065;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
fc27b941d6bcc8ac652b79baf7739758b726d7c83331494e329a9ff25a13e87e;0;10011724;Ingersoll;CA;300 Ingersoll Street;PO Box 1005;Não Informado;Não Informado;ON;N5C 4A6
344bd692999cc7d2018808eedc838dabb68ae2f56f0e2b4e8a80330527e86d50;5;10020227;"";"";"";"";"";"";"";""
67fbbdd02478c458beb0ac9dc681f610a883ad2a040988959f132c7b0dd449eb;0;10010884;Boucherville;CA;170 Industrial Boulevard;Não Informado;Não Informado;Não Informado;QU;J4B 2X3
4efd846d906c0e172671d5af661cedf974c0cc36ddbf10bc0a4485a4498ede95;5;10023703;Istanbul;AU;DUMEN SOK. No:3 D.9;GUMUSSUYU;Takism;Não Informado;Não Informado;80090
21ba888bc8db69d51757fbfdd87091991c24ed871e628c2ed8b441bd424f58e6;5;10018877;Beirut;AU;Dagher Plast Building 17;Baizoob Area;Não Informado;Não Informado;Não Informado;Não Informado
8344562d5b89152b72fa74e0e950cdcc50a367baf5849af5e5cfc1139644d1d3;4;10024999;Andover;US;RR 2 BOX 9;Não Informado;Não Informado;Não Informado;SD;57422-8811
6d047f65a07cf4668189e517bfe1c233c0ccc43bdb29e1632cf917934c730230;5;10020080;"";"";"";"";"";"";"";""
60c3a4cab3fc2e08c93f07fb5f2ae6f198c6420182158e866681735b23156846;5;10000471;Jeddah;AU;Al Thalia Street;PO Box 11605;Não Informado;Não Informado;Não Informado;11443
3c5841c3b5ea081136ce10dea13af91edd9671e98743c3cedb9cf057b99b3af2;5;10018868;Não Informado;AU;PO Box 871 Safat;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
2cfa187584ae1626e99987e65a9a54c76469288eb365bb8d9f52660ddf5b0da2;5;10013052;"";"";"";"";"";"";"";""
303987cdfafcfe83688526cbb5adf3d5ec66a8c7d70791b9181cb94bae8b2d17;5;10020332;"";"";"";"";"";"";"";""
fbab18f7719f31110845f2686471f42504462663fec8380db8dc9db9d0f80d09;2;10023447;Tulsa;US;Attention:  Accounts Payable;1624 North 71st East Avenue;Não Informado;Não Informado;OK;74115
cc00054cc00394cdf1fda2e41c3c7675d4836f0e2876131001c22f8c7d7fe7f6;4;10019664;MOLINE;US;PO BOX 8808;C/O APSS;Dept. 551;Não Informado;IL;61266-8808
2da2fb8549ecbaae481232307114910cfa3f42934648a103d9d9be76fabf2f5b;2;10020914;Calhoun;US;PO Box 547;Não Informado;Não Informado;Não Informado;LA;71225-0547
3acf620783c9749ce2bf839b827feaa0f248fbbde9c261207639bdf4118b7f2d;2;10009623;Gretna;US;2125 Whitney Avenue;Não Informado;Não Informado;Não Informado;LA;70056
0b442352fed56039084a9ab7013b565c342c2c6427f2f933031867b9628f874c;1;10012234;Hayward;US;PO Box 4658;Não Informado;Não Informado;Não Informado;CA;94540
8da221aa0ea71d2bb548c896aff1025fdd9058941e7308eda7241713e00bc037;5;10011979;4100 Porto;UK;Rua Eng Ferreira Dia 241-243;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
b55df67b399f2f3c9158c85112f932a04cab3e7d032789dd57b9a3b2b44020b8;5;10025242;Seoul;AU;Parts Division;140-2 Kye-Dong;Chongro-Ku;Não Informado;Não Informado;110-793
bdb8211e98b11a7e55d4a7410f9fdafd4e8f02c9efcf4d237a3952ede43982ac;4;10015824;South Bend;US;PO Box 7005;Não Informado;Não Informado;Não Informado;IN;46634-7005
22e299bf681de051a41b252e30b0cec77f150554c27eb7354c56f216eb0b7b79;4;10021485;Hamel;US;FOB: Clackamas;Attention: Accounts Payable Department;PO Box 47700;Não Informado;MN;55340-0700
315534144604f3276a7545361cba23f83a1c93db0a3915723bdb283c7b67d55b;5;10002114;"";"";"";"";"";"";"";""
fa5a6b4986321795bfc183234378d52f6e9481b731f67006565ee1a52c40bc26;4;10017036;Eagan;US;580 Yankee Doodle Rd Ste 1200;Não Informado;Não Informado;Não Informado;MN;55121
0dde9810fb31768f57aa68f350684c1f028d10ab19795d1d959bf4e1d9fa8e9b;2;10014804;Shreveport;US;Attention: Ann Borden;PO Box 31435;Não Informado;Não Informado;LA;71130
a6f9247697b2373602a12ef4770435b423de40a833798ec3a8c2cfed983da1d1;3;10025300;West Sayville;US;Attention: Paul Grady;105 Montauk Highway;Não Informado;Não Informado;NY;11796
7d07a176e02cfa0d4739238ed9d84472f0ed636f20900e5fc636f9782d54caba;5;10023757;"";"";"";"";"";"";"";""
12e459687cd0247395fc6f7a36b7935e44701dc1e39caa5448a1d6dcafb759a2;5;10023780;Asuncion;UK;Av Eusebio Ayala 3321;Não Informado;Não Informado;Não Informado;Não Informado;33126-1214
d6adbc36db07427ac6ba5c1b56030dfd9d7a13341c4bc8ed95c0bb8d1a09d201;4;10022252;Crestwood;US;13907 S Kostner Avenue;Não Informado;Não Informado;Não Informado;IL;60445-2205
b813a56563c58202251663a34597419428a24cd5427e6938cda7e893a54e9b33;3;10021470;Wrightsville;US;815 Hellam Street;Não Informado;Não Informado;Não Informado;PA;17368
bf3b38bd520bf5de95d9d60e8ad7ab3169702abd4f00b531ec8fad78109e8cd6;4;10020909;Canton;US;Attention: Accounts Payable Department;PO Box 8844;Não Informado;Não Informado;OH;44711-8844
194bd8b875a9528791b86a04777fca929c227f2b2674ce1f16ed79d853d14d84;5;10016113;"";"";"";"";"";"";"";""
19544314c795cd9fe3319dc65ab7f97bc0151e08a7aaf087b85edce32bdf432d;5;10007183;"";"";"";"";"";"";"";""
c1be4250fdb027889d5b497fe686737e17671a01379043da1de1a7aa4884d8c9;4;10017553;Ottawa;US;PO Box 660;Não Informado;Não Informado;Não Informado;KS;66067-3805
2af5526342eb022bbb78db0bf9c2b871cd310346924e29e3433d100ab128e60d;5;10009606;Kilsyth;UK;PO Box 105;Não Informado;Não Informado;Não Informado;Não Informado;3136
5b1a03831796d5d93b1ac0dc6f239b94d264effd16ac98370c7be2e082999c10;1;10025305;Colorado Springs;US;4260 North Nevada Avenue;Não Informado;Não Informado;Não Informado;CO;80907
380dc4400fd1817f0ec1d387fe4aa1abc9c016c82e776aeb6b184751bf2e1168;4;10008593;Highland;US;PO Box 99;Não Informado;Não Informado;Não Informado;IL;62249
5103219f20f34f8726f3a7ffbad564686337169da2d3b14b1d96ad8a8d9f5658;1;10010698;Gardena;US;17010 S Main Street;PO Box 88;Não Informado;Não Informado;CA;90248
d0b0af231aa4b8ee39b4a9eccec3ec592245d32a901df7068049b131ea480dd5;5;10026081;Bremen;UK;Weser Ems Strasse 2-4;Não Informado;Não Informado;Não Informado;Não Informado;D-28390
215da59f3d12c16239bf6ba7e7d80427ae773471b6d6b935d660968f0ed784eb;5;10024704;"";"";"";"";"";"";"";""
d3d268aee972cf8606c7cd8b1b6e828e5c0059a34320d29f4875b7aec8bfb900;4;10024010;Mitchell;US;Attention:  Accounts Payable;300 East Norway Avenue;Não Informado;Não Informado;SD;57301-7064
9a6a2f1bc8f79eec0d00bd407a83ea2e01804ac0b95dab11067000d02c17bf37;3;10010906;Frederick;US;5702 Industry Lane Unit B1 & 2;Não Informado;Não Informado;Não Informado;MD;21704
cb77f2ebb5c9652b10963e6b0e01364be907c0179166a3f1acf56e7e77279bae;2;10026348;Mebane;US;PO Box 220;Não Informado;Não Informado;Não Informado;NC;27302
7e4c774d6fb1ec08b175573a439bfd56d503d3747d45bbd200a7bdfb34a9bdf6;2;10000601;Creedmoor;US;1550 Aereli Avenue;Não Informado;Não Informado;Não Informado;NC;27522
65054d0b94290b28dcbdc8fb0a34b006616457a1dbf8e77a72bd4ed54b183cb8;5;10020256;"";"";"";"";"";"";"";""
00840ebe3fd61661a52d0d007018a849779f62fbe512db10227ee1ebf6663f7b;1;10017828;Cypress;US;PO Box 762;Não Informado;Não Informado;Não Informado;CA;90630
be906e7251596bfb901ae561d962ada40ce0a07814982ad4de1beab28614ad46;2;10020184;Smyrna;US;Corporation USA;Nissan Drive;Não Informado;Não Informado;TN;37167
d319e7cb131087ddf6240f29eb6155f2e7a7a98ef3f744b8ad54f168d4f8eb13;1;10025238;San Diego;US;4567 Federal Boulevard;Não Informado;Não Informado;Não Informado;CA;92102
24d1fa58f5c2786eb9c758e49812b1a44845c1de3b34312a907c0c75b67c5be6;5;10007457;"";"";"";"";"";"";"";""
c6fc4e93ecd0ae9ad44297f86ab1047234570c385f8f1791e7573a99daf3a7a1;0;10016609;Winnepeg;CA;Unicity Distribution Systems;1445 Church Avenue;Não Informado;Não Informado;MB;R2X 2X9
f67a11291a58ebedae4854a62396a18b185aefcb0ce5508f1400701a6ae56652;3;10017638;Roanoke;US;Advance Auto Parts;Attn  Merchandise Accts. Payable;P.O. Box 2710;Não Informado;VA;24001
7e4010d6e6c4671b234a6d3908c58d33f3c7d117ed188e787311d5c7e1249c15;1;10020931;Bozeman;US;PO Box 549;Não Informado;Não Informado;Não Informado;MT;59715
af69cd37396bd919861c824a08b90c007f92a7d7e54cbdc946fe494c6f900679;2;10023471;Odessa;US;915 West 42nd;Não Informado;Não Informado;Não Informado;TX;79764
207053ca44443d6e02e208b34f589d3bddf9541ce5d6f6fe289fe1cf96fb76a0;1;10002709;Albany;US;PO Box 99;Não Informado;Não Informado;Não Informado;OR;97321
bc39e81c1ab9291ab502364d4c1a45dc724c2ca3af192306f2493b90092d3b08;5;10025086;"";"";"";"";"";"";"";""
2319f62e1b03603eb50f108fe7268e157e1f1060929ae9cbfdf72b2dde32dba6;0;10025298;Toronto;CA;1111 Finch Avenue West;Unit #22;Não Informado;Não Informado;ON;M3J 2E5
d2392a4219eb650c8824dee8de18d5a58cd3bd0d992ba5821d5d85d499735c54;5;10014059;"";"";"";"";"";"";"";""
88f16cdaadf205fb028dd96fe76b7cb0a13ce4476a080ca3e3455489d0125790;1;10021179;El Cajon;US;316 Millar Avenue;Não Informado;Não Informado;Não Informado;CA;92020
74e983e7ee45d826846543c044ea8bff043a671ff667294999eb0054ad9077ce;5;10006977;"";"";"";"";"";"";"";""
f3dff41b58de31312ac627019f39e31de2a1f77ed22d430e6c10f97ad08787a7;5;10024942;"";"";"";"";"";"";"";""
59ee4dd07542215ae5ae10b624b26980ce6069c09e701f95b9eb7e110f4913c4;2;10007355;Amarillo;US;3601 Amarillo Boulevard East;Não Informado;Não Informado;Não Informado;TX;79107
41b861cfd7b6f1b790bc9180e1730ac8d1a6f5b84d55a08d256204a3df56e878;2;10019879;Duluth;US;3564 Buford Highway;Não Informado;Não Informado;Não Informado;GA;30096
d9eaf3a85fe96c9c784d148192256aedba6b0a0608ecd9d116c5aaca0e57cd26;5;10025359;"";"";"";"";"";"";"";""
6c47ee757be5d389451456b9556de3b3b61e37d68733275595f7ed21573bc701;3;10027572;Elma;US;2210 Bowen Road;Não Informado;Não Informado;Não Informado;NY;14059
f866d786a56519c927c18225ca0b891a3d08e4edee595d7a76dab18fbe1076a5;0;10000469;Montreal;CA;Attention:  Accounts Payable;7025 Ontario Street East;Não Informado;Não Informado;QU;H1N 2B3
dd56a363e50173e5920e48d82c48f28183eb8d4d54893d3706fb04037e4665ae;5;10020281;"";"";"";"";"";"";"";""
362b776945fed362e84ee46e9955d759bac18a974d7bc07b6bcafa18aebe24c2;4;10020445;Rapid City;US;PO Box 80;Não Informado;Não Informado;Não Informado;SD;57709
2420221317ac0e821acce43efb5c9cbc02343fb505228f42e05310c204e2a2b2;2;10020413;Okarche;US;PO Box 447;Não Informado;Não Informado;Não Informado;OK;73762
1ae36fb1c4481e653b5cf2f755825e6672a539d11d3a078350cdbf8ccabbee70;5;10007117;Taipei;AU;8F No.19 Chang Chun Road;Não Informado;Não Informado;Não Informado;Não Informado;104
9aed18afebc6ecc19a5b53bfae2d9a8aaefca0832134d5571bb1cdfadbfe8049;5;10011093;"";"";"";"";"";"";"";""
