pk_local;Region Code;Address Number;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
fc6e537f7aeb82fd59371cfb772180819191c34f09a15587e4c062fb20de7f82;1;10015030;Anchorage;US;2192 Viking Drive;Não Informado;Não Informado;Não Informado;AK;99501
8fe369cd814727136e845fb4d45faa6f13dfdb3308afe8a4365f4da99de1fe65;4;10020927;Sidney;US;One Cabela Drive;Attention: Accounts Payable;Não Informado;Não Informado;NE;69160
23cbadf5c475a69b79bf7e88bad7e82e530eff7830fa85429ddf7df5497a8950;1;10023778;Hillsboro;US;PO Box 70;Não Informado;Não Informado;Não Informado;OR;97123
57f6b15911e881bd0b4cf7c90de0ade728cc026761e85571f93d38ae71704db5;4;10025036;Kansas City;US;1920 East Front Street;Não Informado;Não Informado;Não Informado;MO;64139-1538
65e7f72f91c60dae8105b1dad5ab0542b905364b363a89f2dfa1fa981a49c13b;1;10019109;Sacramento;US;Sacramento PDC #13;Attention  Accounts Payable;PO Box 15279 C;Não Informado;CA;95851-1297
32f2e15540a49185f3afc521463e5686aaf6d4f14864ef2879afee767edb46f4;5;10019512;"";"";"";"";"";"";"";""
920379edc20742c4296007c7349f963b9b83e455e5a8a137f390906bdb520b96;5;10011089;"";"";"";"";"";"";"";""
253c30d722703937436410c0c51c1bd2df7ec0b261e27b5364a6b245522e2ef6;2;10009679;Meridian;US;2400 Highway 19N;Não Informado;Não Informado;Não Informado;MS;39307
9f47e467316611c7366f7754c8d194c5fc65feaa33ce091766dc4f8050e73b64;5;10011732;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
83f651f5ff19436a6b001b8e800a658c4269ce34f36016e359d6d68b9265d201;5;10013312;"";"";"";"";"";"";"";""
c22397a4f149293ba67d98aca2f6f187dde21bf8f1b652ed11c6aa21ca2f5de5;1;10000455;Huntington Beach;US;7392 Count Circle;Não Informado;Não Informado;Não Informado;CA;92647
f1a6ce97da7f17cdf0ce8260218614ca7cc4f286a3ba873c5309b9dcaec41388;3;10015783;Philadelphia;US;Attention: Anna Markert;3111 W Allegheny Avenue;Não Informado;Não Informado;PA;19132
9801b57c4e20c81b757962b20cecc23f4bc0e6821199b9a820729b916817dd4f;1;10009631;Corona;US;1477 Davril Circle;Não Informado;Não Informado;Não Informado;CA;92880
dab3ad8785f3f5deea401739984504e55755e58383205389744d4bc8cb2aa06e;1;10000473;Rancho Cordova;US;3290 Monier Circle #100;Não Informado;Não Informado;Não Informado;CA;95742
34b77ce75248fc0efe2140f3ab52c9239dea3b38018b77d2a78169f464de3ef5;5;10026334;"";"";"";"";"";"";"";""
ed7c56d32ccaf491ddeb61d1c008528d7db752245cd9b1f338367c494b927378;5;10026294;"";"";"";"";"";"";"";""
5449fb9ccdc62de8c535b04d634cd0c293616aa7297f293f26113a7eebe91e02;2;10006862;Pearl;US;4410 Highway 80 East;Não Informado;Não Informado;Não Informado;MS;39209
13cff12c06a3eb16ba9d31f187348420933579187f81e04d61e2a416ae9e4be5;4;10009643;Flint;US;4103 Holiday Drive;Não Informado;Não Informado;Não Informado;MI;48507
8dc8d63e2bd31f0a71bff29d7f60978d92e48049ff699e2ac1c4d9db5d5fc7cd;5;10003882;"";"";"";"";"";"";"";""
0dc035f9e8e12d63f3d6af7d9f668ddad9f1385582d0e05a2d24367d0ed04559;5;10025737;"";"";"";"";"";"";"";""
543601aa42881f56397fd17cb8dee313bebf72d810289ebf07812d6cad3de1fc;1;10004245;Portland;US;4747 N Channel Ave;Não Informado;Não Informado;Não Informado;OR;97208-3591
4bcd4a524e540fa540d4ec62ce48507de1eb3975b5cc35acb95f82ab47e38ddb;5;10015267;Sollinge Molle;UK;5750 Ringe;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
e91bda4e862ba687c656130296921233a03838b073ee7354b3254c2fe78c0930;4;10013232;Milwaukie;US;PO Box 250825;Não Informado;Não Informado;Não Informado;WI;53225
6c455e6ccb23e190d48d7a80e079e4620c3739b2d4b837fdbca06326ca9ba8bd;0;10012235;Winnipeg;CA;PO Box 1005;Não Informado;Não Informado;Não Informado;MB;R3C 2W7
cc9ea258ff57cfa77cc22e5b3e138ceb19cbfc99bb86c1bdf59bfe2d260d8087;4;10000458;Saginaw;US;PO Box 840;Não Informado;Não Informado;Não Informado;MI;48606
84d83d89cc40f4a28872d43679bc30b732e3440768a6df12b301e90facfc5fcb;2;10027575;Dallas;US;10400 Plano Road;Não Informado;Não Informado;Não Informado;TX;75238
312b7579dfcde27ddaf8b280e18b5550380e89dfc2e892f4893f2875b5c246c2;2;10023793;Holden;US;PO Box 249;Não Informado;Não Informado;Não Informado;LA;70744
d711c2b6f85d57c290327f92445abea35594329713d227eb1e29c625c5e881a7;1;10026355;Casper;US;1275 North 6 Mile Road;Não Informado;Não Informado;Não Informado;WY;82604
d2b2a3466f7d2f223c4da4072ba73df2d6dc07757439dfb47ceec8507e13f4c8;4;10025252;Elkhart;US;PO Box 4405;Não Informado;Não Informado;Não Informado;IN;46514
992241b1e8ab159710dcdc2345662620567d5fc7c985bd97feb1cea07cc43b58;2;10025495;Birmingham;US;PO Box 100603;Não Informado;Não Informado;Não Informado;AL;35210
137d836ad8a3d632184a99c15a558d406ba4377b74b5d3f41bebc839edddae7c;4;10016045;Monroe;US;1051 West 7th Street;Building # 2;Não Informado;Não Informado;WI;53566
5ae33bf98fec8650b7909f8f01019fb54652393958ca2fd00ba638766589aa44;1;10025791;Prineville;US;PO Box 667;Não Informado;Não Informado;Não Informado;OR;97754
d51f2e45ec2c0d3a7a4eac077f0a2c2d138a58ff0200f4eb4568eaf6922b6206;1;10022183;Breckenridge;US;1760 C Airport Road;Não Informado;Não Informado;Não Informado;CO;80424
12df4fc7d40b46d45d14a314bd9d2fddfccf73cfb7959fa85b029fb7143df31b;1;10019900;Sacramento;US;3248 Auburn Boulevard;Não Informado;Não Informado;Não Informado;CA;95821
d848486f192af4286d0b1c54f54d1cc834fe3e4a414b4dcbc3be1da43c2b5aa0;5;10022978;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
88db4434028b8fa1f0eaa9ca4a98d94d95c14230fcea7164b0c4ca609fd205db;3;10025583;Nesquehoning;US;One Industrial Complex;Não Informado;Não Informado;Não Informado;PA;18240
0660fdbca26c76b55df22caac9ca5c6c27feaeee721b61a3949fbddcb94b8cb2;5;10013538;"";"";"";"";"";"";"";""
105019fd1d0ba902295c04f8ee58c9ec48fd5729ad35380368f15be0ceecb531;5;10011821;"";"";"";"";"";"";"";""
d563012c9327b1d6924ece788fbbafd4d9644c686f3cb1f8077dbe56e6e42d67;5;10002520;"";"";"";"";"";"";"";""
e965216625e0410c974886367193ca8ac28072038ea23b9484a4947f6a5c0e68;5;10007448;"";"";"";"";"";"";"";""
3b83d8787843a6f45948aa870d5d9f679423d1b5f63db06e55677082c6065528;5;10011546;"";"";"";"";"";"";"";""
2104abf53409eb1c8737b4ad58811f121ab70dac679e5cd6b134949c23b7eb0a;5;10002139;"";"";"";"";"";"";"";""
707ac07798822631fab2a613c3a8da6ff4d19f03899a06d3f6683e1f8263921f;3;10009657;Lewiston;US;12 Lexington Street;Não Informado;Não Informado;Não Informado;ME;4240
11e9d2567292edbc99424a019c4a434e727297d62b02844e1532128d4469b510;5;10009633;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
9573699f9006a96e2c5ffc064a8d974045e0c5a086926dcdd4827db289f13a6d;5;10013080;"";"";"";"";"";"";"";""
cb8595f3599c5e0336e01ce96ff78a68fd7a0e93bc355662f3e4f238bc00cdf9;5;10000453;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
9337fb56e8865dbd7940f93aded323bcc4bba6b628424ff785db23ec497769dd;4;10026078;Bedford;US;PO Box 461090;Não Informado;Não Informado;Não Informado;OH;44146
e411fcb5d8dff1341ad4c8b24a85531901c8a0b36f920f407aa200cc9287a6ba;5;10002526;EE 0026 Tallinn;UK;Kadaka Road 72 a;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
85fce5797d31f2dd36050406859ca8b6d5659f7280ed998c984294abece6bed0;1;10007120;Rexburg;US;DBA Pronto Jobbers Warehouse;PO Box 409;Não Informado;Não Informado;ID;83440
11473046fe37d5e60bae4d35025085bbcccea55402c96f1063c588c950227469;0;10017307;Anjou;CA;10401 Boul Parkway;Não Informado;Não Informado;Não Informado;QU;H1V 1R4
6884af2580b5d9f413e9d555d8ba8a08c24e7a7f09b8360c01bb2f92733dfa30;4;10022450;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não Informado;Não Informado;KS;66282-2990
5c54f4dc5588b6ec19cf376fdbacb5de7b1e986cba43d434c8862ef3b58ec466;4;10020915;McHenry;US;2600 West Route 120;Não Informado;Não Informado;Não Informado;IL;60050
4e4a7716936deb2466ba7644f9d12106a3a2f3528617b525a3f9e109363fdbbf;4;10010969;Elkhart;US;317 North Main Street;Não Informado;Não Informado;Não Informado;IN;46516
5367efa503b1c26d05c6af3a6af5bf7ecbee7b65c01e0548c8ad2d4beb005a1c;5;10023495;"";"";"";"";"";"";"";""
b10bc28bb545b23bd90a400457b2428c081a4a7aa40ec006cc83e019defb9743;4;10013238;Janesville;US;PO Box 5222;Não Informado;Não Informado;Não Informado;WI;53547-5222
cc551cdfe61dfb44552d9879d9f2447de4e205b91ac6a8ea68d637214960faa9;2;10022732;Lake Hamilton;US;PO Box 900;Não Informado;Não Informado;Não Informado;FL;33851
fdfb1739cba4df497cf7c9a7d9b017e20345363b083745ed85aa0635439091aa;2;10010970;Irving;US;1477 E Highway 356;Não Informado;Não Informado;Não Informado;TX;75060
87a241dc3de93756034db3acabba8dade9933ea4af21b2b9d8980856b6b4b7ca;5;10025239;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
32b657924d8e0cc1a77937f05d7d1bb87fea263ef9bae5afd11a7fa834aeac66;0;10025246;Winnepeg;CA;515 Oak Point Highway;Não Informado;Não Informado;Não Informado;MB;R2R 1V2
4008c36de491f0f981af60b7658ead1fc048f68188f3f6e206e5419322daba3b;4;10023221;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não Informado;Não Informado;KS;66282-2990
cf13d6333ad89c42acbe2547b2c62ad11bef059eea176dc57e2521c58f885ab5;5;10014802;"";"";"";"";"";"";"";""
f9a279bfda6ad247e5dba2b1859cdd558238cca4d5d8b42754c0012aa0e38709;5;10011355;"";"";"";"";"";"";"";""
7644e46b5573d661f27fd42b1a46c3c88cc810571582c0d2ee29271460ff745a;4;10010914;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não Informado;Não Informado;KS;66282-2990
38a426147991bd397a40e053b39066d402117fbab6f726f67dfe26c170977ec4;1;10025248;Kent;US;730 North Central;Não Informado;Não Informado;Não Informado;WA;98032
23ed2ec4537d4b6bfafd6d5309c2b793a72d0285e4b5d7a49f604b108da6c641;2;10007123;Little Rock;US;PO Box 194255;Não Informado;Não Informado;Não Informado;AR;72219
eaac36ba2d3a39e1982c8bee6a4a817c5210dc62e9df95cd836af37d5b5d9a4f;4;10021415;Indianopolis;US;100 Gasoline Alley  Suite A;Não Informado;Não Informado;Não Informado;IN;46222
558080f140703fc7b6d6ccee437660dc8c3621790ea8b9d8f2eecf94c8b8a8c2;5;10013574;"";"";"";"";"";"";"";""
72c99cc5511be7ee58d9aa34e876ea0e963505654c4cca7c791c64c0e3333776;5;10020515;"";"";"";"";"";"";"";""
259838e5e667e53151218e22da8d8daa975fdd28f648036daeba297263dc6589;5;10020662;Jakarta Utara;AU;Kelapa Gading Kirana;Blok H13 Number 30-31;Não Informado;Não Informado;Não Informado;Não Informado
a3f756118534c78254b47d3553d794891e177e522d92872436bcd03f393d7877;5;10003857;"";"";"";"";"";"";"";""
5b685a8eb92162052382f27196da5da25fa84fcfbc3b7fccfa01a3931cd72abc;2;10009660;Augusta;US;PO box 204658;Não Informado;Não Informado;Não Informado;GA;30917-4658
da7b2ca1958c08cf97098864924ee362f44c2c32dfcd5b27c5019f16b02ee96e;0;10023022;Surrey;CA;18412 96 Avenue;Não Informado;Não Informado;Não Informado;BC;V4N 3P8
0d471dbd9c22d68742a011d0541e59c593c93db1240f7e8dce2aab9fb41a188a;5;10005922;"";"";"";"";"";"";"";""
d84ec0d34cc9a510c2aff9fe26d130388d15738144378d210c38c6e208c1cfe3;2;10011521;Okolona;US;32722 Highway 45;Não Informado;Não Informado;Não Informado;MS;38860
59080cb2e082b1c2d4271a09dccdc7b1bbc74716f46305c47d268852dc9ad2a2;4;10018867;Flint;US;2400 R E O Drive;Não Informado;Não Informado;Não Informado;MI;48507
33679f7cf3945bddceef0b4c63933a7cf89e94be2efef6ccfdeea65070df9a50;2;10021459;Olive Branch;US;Memphis PDC #19;Attention   Accounts Payable;PO Box 786;Não Informado;MS;38654-3703
c981e165b09855751c02834562fd7abc154c99587b402b5fe00a36eab6d2f0b6;5;10006836;Quito;UK;AV 6 DE DICIEMBRE;N47225 Y Samuel Fritz;Não Informado;Não Informado;Não Informado;Não Informado
c2d8385178d5a45f1f1e76e32471fae5f1de361b2beac9e9dc8d945478701462;2;10013252;Irving;US;Dallas PDC #15;Attention  Accounts Payable;PO Box 167728;Não Informado;TX;75016-7728
d8323249ca7e3f6a30acdca575fc22b295aa35fb7bf7bc60b81c000988d8688c;1;10027381;Tumwater;US;2649 R W Johnson Boulevard;Não Informado;Não Informado;Não Informado;WA;98512
9b570eb4f72006d3aa077bfae57f7a5df62c10f8d2e0dcfc973abd52a77dcd09;0;10000456;Edmonton;CA;8151 Wagner Road;Não Informado;Não Informado;Não Informado;AB;T6E 4N6
170cd0dc68aa6e02ee0cfd759dbd91506f860108664223afedba6f92e55fc090;4;10027583;Morton;US;Attention: Charlene Hoyer;500 North Morton Avenue;PO Box 474;Não Informado;IL;61550-0474
deb346e78b08de3a8f9ee74bd57d69bbdc3e6573358fd452153b3bc08337a07b;5;10021111;"";"";"";"";"";"";"";""
b4bb9f56b87e200b5f21e27901f752a3f0dd50043df3dba1e46e047b94c0d35f;5;10021270;"";"";"";"";"";"";"";""
212275417fc3c217e7548782d973df993c2d7328a625e2f77520e841a5e04f7b;5;10021380;"";"";"";"";"";"";"";""
342f762a4e41987b65a2fad19c78456ca54784008ffa549a948ed207a5ff6363;1;10008381;Puyallup;US;10023 128th St. E #7;Não Informado;Não Informado;Não Informado;WA;98373
a4dee506a8b870b28290cb98f1f5de1d7fced75ceeaa5ff1468e9051b3973faf;3;10023760;North Hampton;US;60 Lafayette Road;Não Informado;Não Informado;Não Informado;NH;3862
ba7038e96a10487f0e23582b5359b128f5c7093132c7bd2ecba525352988b877;2;10025558;Little Rock;US;6104 Young Road;Não Informado;Não Informado;Não Informado;AR;72209
a9724f02ebe7c679a27866abdc80c17e0cdbc44ee072127683f1865abd2acea1;5;10000488;"";"";"";"";"";"";"";""
8a8d64d32e49031b23e6fcd1b0dc8b96fc04409d15136713de981548d106b6e4;1;10014495;Clackamas;US;12900 SE Capps Road;Não Informado;Não Informado;Não Informado;OR;97015
34a15a79c53b843f09db22652702f96708bf3ff0bc1a4a705fad42c074fca3fd;1;10025049;Milwaukie;US;13270 SE Pheasant Court;Não Informado;Não Informado;Não Informado;OR;97222
61e2190bbb41763371693e87436e10a85b5097065eefedab7a86e0d8ddf92cf9;1;10009985;West Jordan;US;PO Drawer 40;Não Informado;Não Informado;Não Informado;UT;84084
30e5128b4b170625a091072239aa87dcc38984141394611c991d2ba97a48f7df;1;10006846;Modesto;US;1023 Kansas Avenue;Não Informado;Não Informado;Não Informado;CA;95351
761431a154fa44717ff3947dbb7b489a2264fc4bedef77e6811c3b10fb7cf93e;2;10021175;Johnson City;US;PO Box 5418;Não Informado;Não Informado;Não Informado;TN;37602-5418
0edce9fd826d6a0b7cf12e1e41d3c2c968a52a296d7f7e47bbd27446e70a46cf;1;10025025;Auburn;US;2402 West Valley Highway North;Não Informado;Não Informado;Não Informado;WA;98001
8ef34e23e3e9b29b74f8f7b40f808a2ddcd667ed98e97758ed221ec966f99b74;5;10006916;"";"";"";"";"";"";"";""
04471454a5080e78cfded371da6b9d19950c0013818f429c2fc6722cc2c37f99;2;10002489;Villa Rica;US;PO Box 266;Não Informado;Não Informado;Não Informado;GA;30180-0266
8fb7c3a38058fd783862c4191e095e33f81947897e5f03ea1b5b8ba7a316d468;4;10013472;Indianapolis;US;3343 Shelby Street;Não Informado;Não Informado;Não Informado;IN;46227
842bd9e8425743c8aa00709b20dfdaa267942659c14b918a3914681bf2e23e03;5;10005043;San Jose;UK;Paseo Colon Calles 34-36;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
fbd6734db88d6ab3f3eec89b058c71180c3dada3b7ba7c6377fb7a8dca1ed8e0;0;10025575;Beamsville;CA;PO Box 640;Não Informado;Não Informado;Não Informado;ON;L0R 1B0
b390e73d7843da0f21fa73babc51394f6ce4024b865c8139441349477994336d;5;10022166;"";"";"";"";"";"";"";""
42a1179569bf7162a126eff8324a365cd0b5fa398312f8b3869b02deaf969b40;4;10009356;Cape Girardeau;US;Global Motorsport Parts Inc;PO Box 1179;Não Informado;Não Informado;MO;63702
29da2491214ad861c02ade11f0a0e0cd788f99f3f769a1571e6750e4e8604aa6;2;10025250;Ooltewah;US;8503 Hilltop Drive;Não Informado;Não Informado;Não Informado;TN;37363
50db1dfc066bf1176b6494715b35ba31fe1fd1b2d60244d01d60b7b968876753;5;10017852;"";"";"";"";"";"";"";""
10c37e076c97fea20d4641033532b16ee36a5bf4ece35d0daf6b15e2cde17ea5;5;10018352;"";"";"";"";"";"";"";""
9cf300e91a615284d148fa966a24c2bd2daa8b5ed2dba031656eb0b742a4119f;5;10011600;"";"";"";"";"";"";"";""
f033ae28733de7c9263633ad01f5e6f71d4ae65efbbd44f897df5e0f1d8e8ec1;4;10007121;St Louis Park;US;5711 West 36th Street;Não Informado;Não Informado;Não Informado;MN;55416
ae0843af14a3c82451f0561708196775fb336ae8126f815df2273dbffba0c0a3;2;10010897;Whitehouse;US;PO Box 588;Não Informado;Não Informado;Não Informado;TN;37188
dc7367f3b6a1192e02c480d6f94721b360004ddd16123ac0ff22a582915f972f;1;10024743;Enumclaw;US;907 Cole Street;Não Informado;Não Informado;Não Informado;WA;98022
da754d199eee6e476da1017c63fea17975517a6895c86b31abcd1b2e1502974b;0;10019410;Edmonton;CA;6710 76 Avenue;Não Informado;Não Informado;Não Informado;AB;T6B 0A8
af9c7c9a0f7ef9905ae4be3a35fea2f0b85639a566ba5c765c99a41fe1c9aad0;0;10025032;Montreal;CA;c/o Rampar International Trade Corp.;6260 Place Northcrest Suite 305;Não Informado;Não Informado;QU;H3S 2T4
789b4fccc503e40f858baa9054381fc54701bc719f757980d1f2a671e779e91f;5;10011360;"";"";"";"";"";"";"";""
0d59d102911b750a2e2cc17bebb2127eb185140627934aa6229b4bb1b1672c18;5;10015011;SE-132 28 Saltsjo-Boo;AU;Svarvarvagen 14;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
d28f96b2cdd0c0b5ccc1824bdd14b5f21c91f319986d071f551b704937816253;5;10011345;"";"";"";"";"";"";"";""
38695c7d1e43c624a04fddfff40db3865512409dd05a47ec8cb55d94f85e9234;5;10023511;Schiphol-Rijk;IR;Bellsingel 2 1119NV;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
ab158de51f530ea172874fb15f05c19de3f2bb99e2d37a356b8592bc2bf575d5;4;10006093;Evansville;US;PO Box 5364;Não Informado;Não Informado;Não Informado;IN;47716-5364
eb16d9da8f16761ecd80478282f626e368491eeb4f057074f21c28b92cc14942;2;10023783;Pine Bluff;US;PO Box 7647;Não Informado;Não Informado;Não Informado;AR;71611-7647
252e9a4328da01784681986c0c4a64b5df00067b79c4304cb1e6d96cca73f977;5;10004255;Seoul;AU;3F Shinwoo Building;195-12 Poi-Dong Kangnam-KU;Não Informado;Não Informado;Não Informado;135-260
b71ddbdf6d5814d7650043cb0c0f79ba0cf3bfea087a8f0977045a933f02b67e;5;10013670;"";"";"";"";"";"";"";""
3f320cc46997a803e9dbe5e9cf831d55757388dbad7c0a481bf378128589f1f2;2;10004302;Baton Rouge;US;9555 Airline Highway;Não Informado;Não Informado;Não Informado;LA;70815
8a698ce8b0b3ec1c187d9147e566c3ac9ac6e887d7f9a9c4800ec2b578d0e614;5;10026023;"";"";"";"";"";"";"";""
b661f3155a61ff9fa8da6b04a33794c150a15b011bee2a6b45f9c695f7df3248;4;10024006;Columbiana;US;PO Box 57;Não Informado;Não Informado;Não Informado;OH;44408
dd3ca6dc883f0dac199594e88b94b9d703c3ed21d48be3b852ee817b94deacfd;3;10020962;Mercer;US;7320 West Market Street;Não Informado;Não Informado;Não Informado;PA;16137
96dddcaac3bb65a4f00935826a724e15f0941285125454dc0b461b81af090341;2;10022764;Ocala;US;2610 NW 10th Street;Não Informado;Não Informado;Não Informado;FL;34475
20ad5696a5e86de57ba3c3ea41cb877e713b6611a82ad5b67bc713a2e32f02e3;2;10023759;Birmingham;US;106 B David Green Road;Não Informado;Não Informado;Não Informado;AL;35244
cc6fb814b2223bfba4eccb4cce98581aa96e7ad08b152a5558714d2c205519e3;5;10010990;"";"";"";"";"";"";"";""
1dc71f0173d687b5bcd564da821b2e3151e4eb23cb0e414dd1cec2d8423c3c94;4;10007566;St Joseph;US;2106 South Riverside Road;Não Informado;Não Informado;Não Informado;MO;64507-9799
ac8075b6e5c08b2dd4ce5664f9c73a0a44a5e3707a125bf5775756f1fa62e374;2;10003795;Baton Rouge;US;PO Box 2484;Não Informado;Não Informado;Não Informado;LA;70815
5f3eb9423ab21e2d1732dde7242c695ea6faf997b9f38f7c8165f84367e77685;1;10021203;Costa Mesa;US;Los Angeles PDC #14;Attention   Accounts Payable;PO Box 5555;Não Informado;CA;92626-5555
69ce84f8b4b4be5295d5478577727d7ae570d51be8b523d54ad5fb0a5371dad2;5;10005919;"";"";"";"";"";"";"";""
f106abc37cd18c9d26035d5078d1812df38412188451da3df5c12a5ed9182417;5;10025392;"";"";"";"";"";"";"";""
8ee629c3653a321bbc3aff143a174ea38835d971b77ed9696e4e9a1953df0a07;5;10012369;"";"";"";"";"";"";"";""
c06ac7819cb782afbcbb1db31096605b31c6f865016719e032a778b9111cd38e;2;10020684;Montgomery;US;5415 Lamco Drive;Não Informado;Não Informado;Não Informado;AL;36117
c6f4d6a10e2f3f017511ce9590840d6a01c9c8e75ecdcefc16771384a0fd2e71;5;10005688;"";"";"";"";"";"";"";""
fb02bc1d435cde58051d591208d1caf853c851fa087ef22ecf56306967aa8f09;5;10011018;"";"";"";"";"";"";"";""
4171d230a04fddea09e70ebab4829466fffc90fe63769796a17a67a65a8864f5;1;10025037;San Marcos;US;725 North Twin Oaks Valley Road;Não Informado;Não Informado;Não Informado;CA;92069
2b1446de284fdef4120bd8f75f903318d38cb8fa880d91f5cc27d4a69b4d2db6;5;10002144;"";"";"";"";"";"";"";""
0365ed5380348e29439dd60a0b446ef95d8d0c13266a889ccf2b8924aa5c9e41;5;10005099;"";"";"";"";"";"";"";""
eefe52253f0db2a51d918e89fbbc9bdff22506349fe2071265a36aaf1dd98d0b;5;10020849;"";"";"";"";"";"";"";""
a16a1c187e32a553558a4837675a6078e995324da31b1d3f179af9119c5e91a2;5;10020868;"";"";"";"";"";"";"";""
c97fae7f8c3a8f1536f0a909d11e2595193760e20ada38bdefa1b9c9d7029e8a;5;10012128;"";"";"";"";"";"";"";""
ed14b812288f2f765c68ae5e1cad2cd8ec0506a16c9b1a77ee2934fc13009636;1;10025289;Fresno;US;3631 South Bagley Avenue;Não Informado;Não Informado;Não Informado;CA;93725
c1ff3dacf27bf1ac665210321e841dc2f3a43742404da5e8511fd8fe89b0f89e;5;10025024;"";"";"";"";"";"";"";""
4badc02a0a904bb97aa6ac5f810c424790412a8f46934b16f156ca1b9fa8bb20;5;10001786;"";"";"";"";"";"";"";""
a567ef0a95a587ea83c3d40da3df1c555b77d72f4b2bb6852b71064fce9351d4;5;10024915;"";"";"";"";"";"";"";""
d8e180dbfbe5cbab75e2b5a59fb6d655e20a6befc1d0f1e5479132a40f9f10ed;5;10010832;"";"";"";"";"";"";"";""
55ea5eafd4961e157d984df2fd968e49072a8513b05ec5466ffaabed6ebdd547;4;10026291;Poplar Bluff;US;1880 N Westwood;Não Informado;Não Informado;Não Informado;MO;63901
bc63278dd588d585dc819e987cbde2d231fa61a26ef71deedf08f441ac8454c6;5;10024930;"";"";"";"";"";"";"";""
8d194092530e7a2be36dc62c15c288d3e716368938e0ddb47bad6278578e4d18;4;10021231;Middlebury;US;PO Box 460;Não Informado;Não Informado;Não Informado;IN;46540
d9c84134e9fcec367a14d7e4cd99228bcc432d1a0ad739994bd8706cc617081a;4;10021223;Wayne;US;Michigan Truck Plant;38303 Michigan Avenue;Não Informado;Não Informado;MI;48184
b29881159ea822d6b29d24709839da80a5a054651e9528dd2431a1ad371729a2;1;10002506;Salt Lake City;US;Attention: Doris Nielson;PO Box 26005;Não Informado;Não Informado;UT;84126
c64261911cc66fb8cc1e61919ac7be08d069b81d519e408dc3e5423d4f7d375a;4;10025269;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não Informado;Não Informado;KS;66282-2990
f1d61bc608f76d1fc6248f9dafaa705e3c6615f0ab767df2b988982d23bb5513;5;10010855;"";"";"";"";"";"";"";""
672684480eb39f097d85a3a373721ffe2352e2b363a4ccbeb4a6cf559a6abf53;2;10012422;Saginaw;US;PO Box 510;Não Informado;Não Informado;Não Informado;AL;35137
484ce25b0c27b2eb528b3e3f3c3f5dbb2c7ca10a7209080c1d3b50798e2df0e4;4;10023785;Columbus;US;Defense Const. Supply Center;PO Box 16791;Não Informado;Não Informado;OH;43216
7e20f6f171d930fcf348fb0eb9f160abe7bd7e23232bf6697208a634bd9c81c5;2;10002244;Statesville;US;Spicer Clark - Hurth Off Highway Div;1293 Glenway Drive;Não Informado;Não Informado;NC;28625
a21305d6bf6d194d3804a21e2a7892bd1c68c886928774f8625909b4bf50e698;4;10020446;Pontiac;US;Worldwide Purchasing;1999 Center Point Parkway;Mail Code 483-550-200;Não Informado;MI;48341
68b1f127017c4a7b0e24d017d255a0e340a7bae5c3a8a5b66d2f51c6234f3043;5;10021804;"";"";"";"";"";"";"";""
