pk_local;Region Code;Address Number;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
7b3dfc3a1a1f4d3cf0ed91df56217d71fc9efe40b03f5fed4edc04a83eeea60f;5;10013061;"";"";"";"";"";"";"";""
e233da3366b74e0c9e48377474a935f2966d8e461fb099f5f4eb77d4c8fc019e;2;10023538;Fort Worth;US;Attention: Accounts Payable;4900 Alliance Gateway Freeway;Não Informado;Não Informado;TX;76177
78bf81b436fce7cda1d89dcb31eb46a56acae4d06106577eed8869abe7758852;3;10027340;Salem;US;63 Bridge Street;Não Informado;Não Informado;Não Informado;MA;1970
74abae24e9ad4d5262dbf9b75aa7095a849201478688500b9f2880f74f8a61af;1;10021222;Buffdale;US;14296 South Pony Express Road;Não Informado;Não Informado;Não Informado;UT;84065
88d990113308ab68f3def32f6af675c69c326c45e3a733a44599c68ff3206070;4;10025251;Wooster;US;A Scott Fetzer Company;3201 West Old Lincoln Way;Não Informado;Não Informado;OH;44691
5b1086c2b7120c675eb08784316c511363e069434b59ded5e4286dee1a0e6d32;5;10007134;"";"";"";"";"";"";"";""
9685b209512acb9fe0387e7ff4e75ec0a791a9d7d01f54e6600f019ba195f423;5;10014540;1980 Santiago;UK;Avda Bdo O'Higgins;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
94391c2c92938374b3775e0ce275b0bbb9440f7ca9c8f7627ca9281fe80365a2;2;10017314;El Paso;US;8901 Montana Avenue;Não Informado;Não Informado;Não Informado;TX;79925
745414d74a7eb003919d391a9cb5261bff83c7d3bf9005ddd74231875c0c4cc5;3;10014779;Fairview;US;PO Box 206;Não Informado;Não Informado;Não Informado;NJ;7022
aece6f41620db32935b5d520a684393753d07a26d12e4889e68977a4f10f58f8;5;10020181;D 95326 Kulmbach;UK;Am Schwimmbad 8;Postfach 2008;Não Informado;Não Informado;Não Informado;Não Informado
3a7f6610f54e50d51bd45a288e14a532e1caa55bfce1602542c3edca063c080c;1;10009672;Phoenix;US;Attention: Accounts Payable;PO Box 21502;Não Informado;Não Informado;AZ;85036
cb43aa331a1dc388559efeae776e8d9c8c82b5e5fb0cfa47c92531caa4940676;5;10022962;"";"";"";"";"";"";"";""
28e090b5a3908c4753fc20f2aa83a6edf11a466c0ae732b06767201a760bc19d;4;10017054;Newport;US;7640 North Telegraph;Não Informado;Não Informado;Não Informado;MI;O
c448dfca200e476c5e50969a65517095f6c16d97277cda9c042d7cefadef0a50;2;10006037;Miami;US;7225 NW 25th Street;Não Informado;Não Informado;Não Informado;FL;33122
ccdd19fc1c448da03be3515f6e4060d104f5209be2b174fbbaf67fe077f107e4;5;10003554;"";"";"";"";"";"";"";""
29886485cf86f91c1b4e89c4793e74eeb0abfe85f58312cb749d3a9dba574562;5;10019514;"";"";"";"";"";"";"";""
9cdd11b3a1ad71a50235fc6ffdf9225751265996f2cb50e45c2547f883ddf590;4;10021668;Independence;US;13208 East 40 Highway;Não Informado;Não Informado;Não Informado;MO;64055
a5ab3edbc4aafde79c9d42946ee177c1924ff0a1f8d7399c24f3067dda29b43b;2;10025285;Chattanooga;US;2401 East 31st Street;PO Box 72638;Não Informado;Não Informado;TN;37407
a832b62a341c58cc8c8c8e35ed2cb19f46668b93bc8f1407d6fd5f638a467b01;5;10019194;"";"";"";"";"";"";"";""
e28ae2888e5f8db9e02f70ac4082b2397a9064929a95986a9a101a2f9f649296;5;10013572;"";"";"";"";"";"";"";""
1bc65ce53d27feebf9188c013fef59467fdd5d82e02ecaf42b5840a3eb1d0e61;5;10010882;"";"";"";"";"";"";"";""
cc7f4ff3acf2730219df634e063bcb7f99ba06f60780db0de026bc0a835a31d9;3;10022431;Vinton;US;845 Third Street;Não Informado;Não Informado;Não Informado;VA;24179
b2214b235ec015cde90e435b3889c8cb0cd659b4af11cffaf9ab2f8ad5aaad36;2;10025560;Cramerton;US;125 Hampton Ct.;Não Informado;Não Informado;Não Informado;NC;28032
49900b104972867e9b1604f5c1e3d827b652f5730a41e60848fec07930f7fcc0;5;10004516;Lighthorne Warwick;UK;Vehicle Operations;Building 540 53G/23/1;Banbury Road;Não Informado;Não Informado;CV35 ORG
dbaf84d8c64c6c376898f7971a9479ffb4d88e68af4b588832ff7a3aecb77156;5;10027370;Madrid;UK;General Pardinas 112 Bis;Não Informado;Não Informado;Não Informado;Não Informado;28006
3edb7239631f68731ea4e78cd05837dd7f548696452ffd5e0d914c375f6dea4c;0;10025237;Oakville;CA;Central Accounting Service;PO Box 2900;Não Informado;Não Informado;ON;L6J 5E6
a47377e34a44ebf5d8d06ef8ff0b23ec07e16ca9dde3640910fe08aed627f381;5;10020364;"";"";"";"";"";"";"";""
6dedf021b06a008dd3985c788cab35f8460ea665500a00bffd6b217f16e60c1a;3;10007577;Stewartsville;US;2621 State Route 57;Não Informado;Não Informado;Não Informado;NJ;8886
18e1d3cb59d0212f375669054e8091ccdf3f24c5c7fbf8f41405e90445e94197;5;10019066;"";"";"";"";"";"";"";""
4bbde5c0bb14e45cfdd201634254b1daf55d40742867bf8d21b2877edec1ef50;2;10023241;North Little Rock;US;7700 Counts Massie Road;Não Informado;Não Informado;Não Informado;AR;72113
66e1950e9850be7265cf81c95808b3ab446cf113de4fe96d0f4563247ed94e47;1;10020393;Fort Collins;US;2649 East Mulberry Street;Não Informado;Não Informado;Não Informado;CO;80524
3ddf17ff0c227fc92717bc9dd1c0814f633475cb5db48efe7022f678e59a2347;4;10019400;Valparaiso;US;861 West US Highway 30;Não Informado;Não Informado;Não Informado;IN;46385
5979250b233b049e99bf6d785a0c703d899691362532bbb1cf6895cfe20807be;5;10025241;Hamamatsu City;AU;RU-3 Hamamatsu Nishi;PO Box 1;Não Informado;Não Informado;Não Informado;432-8611
bb459a7747f26dd0ef121a1330b00b9d077934637116e57c1f85e056a50959f8;2;10007122;Buda;US;22015 South I-35;Não Informado;Não Informado;Não Informado;TX;78610
c00ba137c4ba6ef8616b1fc1b0e2316935552067e44748b4af973af7723fd806;1;10023513;Stockton;US;640 N Eldorado Street;Não Informado;Não Informado;Não Informado;CA;95205
f8ddd4500ab061d2aae78108b5dfedede90b6962d8123c010d707db6026bad83;0;10026006;Calgary;CA;308 53 Avenue SE;Não Informado;Não Informado;Não Informado;AB;T2H 0N3
a245e67a1f5bfbc18034523c18e2accd6e460ba6b794f3db2c709b7bdac7de75;5;10025418;"";"";"";"";"";"";"";""
c40bd78adfae224059a9ca7f68bc029bc2a3f439e9860f86b2f3972c6b9358ca;1;10026861;Salt Lake City;US;2280 South State Street;Não Informado;Não Informado;Não Informado;UT;84115
98168cb0b42d7e49616a6a81f98e831ed1c826a8df27c76e9449e33863c5964e;0;10021204;Toronto;CA;480 Gordon Baker Road;Não Informado;Não Informado;Não Informado;ON;M2H 3B4
b9ffb642abcedcd28bab351c370736f5a94da49a9a9e836b727f8bc1bc6e8f3a;5;10013870;"";"";"";"";"";"";"";""
ae022d1f6f073bd3e5ad91d9d120c911cd20d0cb61788f82ec79761e81c25612;1;10024003;Benicia;US;Attention:  Accounts Payable;5500 East Second Street 2nd Floor;Não Informado;Não Informado;CA;94510-1020
4051eed86b36b621514b11f7018e790f660ebda7fb02d6cf45e8e2bc749ee8e9;4;10019909;Shawano;US;500 Airport Drive;Não Informado;Não Informado;Não Informado;WI;54166
6d2c51b8a3d007debe71b20a1de1487b91ab18bddff3cd35206df00e0980110c;1;10000466;North Highlands;US;3213 Orange Grove Avenue;Não Informado;Não Informado;Não Informado;CA;95660
6dee90457ee750eac7231ca11acd4c60e0446c8f0f78f987bb31e30142931f3d;4;10019682;Lennox;US;PO Box 409;Não Informado;Não Informado;Não Informado;SD;57039
539c50dcb9821a042be61b6017c5cb781a9105b5cd6fa3ad2ee2e4354d176a5d;5;10020982;"";"";"";"";"";"";"";""
2142d03edd2c84dbb64ce98aac82f4a5f2e86ed5e7bac7bffbaa800881ef6838;5;10000496;"";"";"";"";"";"";"";""
8ece4a8f88bfedcdc078b60fc6be3f8f938340db6d8fb1f85e7018ed2fe30714;5;10019420;Ruwi;IR;PO Box 880 PC-112;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
19daa913197dcf88709a749b6afc4be46dfa70950556374f3ea2b6eee79486d9;4;10022490;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não Informado;Não Informado;KS;66282-2990
f1e1e75241a10d155432c107e68c4851469449910ad6f7f5bbdce355e695b63d;3;10018665;Wester Chester;US;1028 Saunders Lane;Não Informado;Não Informado;Não Informado;PA;19380
342e69a975a39d996de71f3d2e9a5f688f8cf1c33c774c390dd9ec854ead2c33;5;10002140;"";"";"";"";"";"";"";""
839f4fdc7aea85f2c187df00748707acd6468e2911dcac1e7c452cf29088cc36;2;10022725;Norcross;US;1723 Webb Drive;Não Informado;Não Informado;Não Informado;GA;30093
568a85ef508b4bb553176d6bf71667b89dd5accd9b15c7c6f721af1fea32ada2;5;10020492;"";"";"";"";"";"";"";""
8a1a6d3e99bbc6c4b2e083f0202261b084c3fc51fd035a64f593bebb28d59e75;2;10000478;Little Rock;US;8120 E Doyle Springs Road;Não Informado;Não Informado;Não Informado;AR;72209
82eecd8b76a7c4f9b08ae6df86574523f53b9b0654acf68193641c75311aa906;5;10007866;Sao Paulo;UK;Rua Sepetiba 464;Não Informado;Não Informado;Não Informado;Não Informado;5052
d1e87039e03a426147df8276c41d6b16323d777af67ec3b2f76b2fc642ab4f8d;5;10002149;"";"";"";"";"";"";"";""
feb6637b97e770efd7383beb86d967bb1817c9d4c575bfac481ea312859e0c69;5;10000499;"";"";"";"";"";"";"";""
49e9a49dec24f0e1a6d1efdd1d53d357a0d5ec396e199e64b8d795becc977f19;4;10017072;Chicago;US;4200 S Morgan Street;Não Informado;Não Informado;Não Informado;IL;60609
3c320315274f5bc3568bf20711416286644dbc82eacb3595403f274d4ac3de0b;2;10011734;Atlanta;US;PO Box 19858 Station N;Não Informado;Não Informado;Não Informado;GA;30325-0858
4e932d553eff566a52fedde520c2ce36c48b59685dcde8b5ba4b1b1d589bea0a;4;10022730;Warren;US;21533 Mound Road;Não Informado;Não Informado;Não Informado;MI;48091-2991
97980c99d3734f8d40cf587f045b526b705195ac1794c65c23d416b5438f575f;2;10009654;Brownsville;US;904 Billy Mitchell Boulevard;Não Informado;Não Informado;Não Informado;TX;78521
117e9b4b56d1191fc3637476965a3922904ed4d82f54a823f6ae74437de2d1de;4;10010717;Waterville;US;208 W Main;Não Informado;Não Informado;Não Informado;KS;66548
08158cd08dad74c492db957c6b9dc956afd9b23329245c29bfb30fa55fa09692;2;10027348;Tampa;US;6501 Adamo Drive;Não Informado;Não Informado;Não Informado;FL;33619
5558350568d5a28b11635a79e9d78b9a552084ee61dde2943136ac21d7725286;5;10020672;N-0598 Oslo;IR;Brobekkveien 105;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
f4ec6d7d9315c4c68eb3870552791fb74f0cc823d7e0116eb8aea837da03cb68;5;10013039;"";"";"";"";"";"";"";""
1e1d70d6f21ddbc52095d6aa1283c9c8bd2dc79faf3b039b5c27f993027655b2;2;10022249;Shelby;US;201 Old Boiling Springs Road;Não Informado;Não Informado;Não Informado;NC;28152
d307bc789b25ccfd3725874d4750128d36ed7fdf59d3bdad8790a0a71b53226f;2;10014739;Tulsa;US;Division of Parkhurst;15051 E Admiral Place;Não Informado;Não Informado;OK;74116
e5fc95eb24af5971077848632d6f21f49d50b6142e5506e45b2337cf58205505;0;10021158;Surrey;CA;#9 - 19257 Enterprise Way;Não Informado;Não Informado;Não Informado;BC;V35-6J8
ba6bafe1b87451661f2090ab33f74b2e6b074c85d260ece855acaf0df094fa49;1;10018885;Pocatello;US;128 So. 2nd Avenue;Não Informado;Não Informado;Não Informado;ID;83201
325291f4440f13383726bdb092ea5c30ed55c6a5a35f3235fac88bf305bd5607;2;10025814;Houston;US;5300 Glenmont Drive;Não Informado;Não Informado;Não Informado;TX;77081
ded7190798c624f89a5e8e1a6882af90c3b022135fa6d2445f509d0642234a45;4;10027050;Milwaukie;US;3204 W Mill Road;Não Informado;Não Informado;Não Informado;WI;53209
cf40fe57f8c1099ff88a0464c7f1adacb73ec6641ec788fc31af5e175a2b64ab;5;10024924;"";"";"";"";"";"";"";""
ab7f634723cc95e3f399e8d3aed5a9c2ec3ecaa4f96484ba6f73bead54a27d90;5;10021750;"";"";"";"";"";"";"";""
86023cad4a877d56c9435896448ff0ba2ba4d59e44c2c5f47ca5e86774144ac2;4;10023003;Coldwater;US;400 Jay Street;Não Informado;Não Informado;Não Informado;MI;49036
fa4ceed07b47f31878f8e8725127f66692c083f3acce4f73f076b11d0aa82238;1;10025778;Pomona;US;1143 W 2nd Street;Não Informado;Não Informado;Não Informado;CA;91766
c70b26e182d85478af47ff44086584cac86705da61344bc2759b6b1aa5f0a7c8;2;10016047;Nashville;US;975 Main Street;Não Informado;Não Informado;Não Informado;TN;37206
266898572e6ac805e3594ca0fe66bda8e704f48db1b88e27f6cc945927c1151a;4;10016784;Pocahontas;US;PO Box 129;Não Informado;Não Informado;Não Informado;IA;50574
b0f5f5f02a14f137ef6e44303e82d5fb0e6ebe8d97296579c76c8f5fc35876c3;5;10002142;"";"";"";"";"";"";"";""
94bb3927f816a9135d02ed8d06146023d9acfc3501ea814f6fc84ca0d481014b;5;10021242;"";"";"";"";"";"";"";""
7bc7b08140a66c685ecd3a3e9c566eba3b1d5f2a9e75cbdd4f51a0bc93666a88;1;10025919;Compton;US;801 West Artesia Boulevard;Não Informado;Não Informado;Não Informado;CA;90220
ed66a21d804fe0458fc66099a7fad9aea1ca203e66bc8ec642e3de2f79bd80c4;4;10024550;Appleton;US;PO Box 2017;Não Informado;Não Informado;Não Informado;WI;54913
25acfc7ab72f73bb9106ed46ebe9f75fa6a272798ed2e14cb6bbb7aed8752391;4;10013509;Joliet;US;207 North Scott;Não Informado;Não Informado;Não Informado;IL;60435
1469a2c9e130c63cc38f34b7a89a494c3198dda8880568ca4d0cabc7f2ab26f0;4;10016564;Traverse City;US;PO Box 2338;Não Informado;Não Informado;Não Informado;MI;49685
24e290082d099bcb729aa8e6c749864c07f3da074398d79e2c303b64ffbcb7c0;0;10024034;Edmonton;CA;16215 118th Avenue;Não Informado;Não Informado;Não Informado;AB;T5V 1C7
9fb024493c69f356518156d2c75539d1c83a91497d038db3a5390dbd3fc8a964;5;10012927;"";"";"";"";"";"";"";""
6956d6dc11a187ba13afc995916787a1e31d122d9a06ffb322b1d99579f26f9e;2;10023235;Houston;US;7600 South Santa Fe;Não Informado;Não Informado;Não Informado;TX;77061
c36772add28f0391a4fa87606622e069ed9e6f63f9b539ddfd2a344ec4abb7e6;3;10019880;Somerset;US;New York PDC #20;Attention  Accounts Payable;PO Box 6750;Não Informado;NJ;08873-6750
c8e4d73b65cebc4d4b233fe6846a89da7c5b39be3a8c1f7cfc31c9a39994d015;4;10002746;Bensonville;US;1200 North Ellis Street;Não Informado;Não Informado;Não Informado;IL;60106-1119
2779d0ed0cfa5b357f7ad7218e1d8e6ed724dc47cc92c622ced7e6a603493512;2;10024009;Tulsa;US;PO Box 582510;Não Informado;Não Informado;Não Informado;OK;74158-2510
85739693450c379b1464a07907cdf8397adc0a42a4bded3987d74d28df660172;5;10012157;"";"";"";"";"";"";"";""
a451e8021b0bc58d5f94fa2e453965424aeca6822f3ec6e6246712908b674b4a;5;10013426;"";"";"";"";"";"";"";""
647224064135072a1cb317f4872891ce4fb6bc5135d6ded57ae012d38174de08;5;10021286;"";"";"";"";"";"";"";""
d637b9e11f6e15e11c1cd41dc3236b7d1fb76e828388e2f93eff2f44af859115;2;10026581;Savannah;US;PO Box 22249;Não Informado;Não Informado;Não Informado;GA;31403
d61129b75523904e5e9446389d94da7bf40776840cb92c8ff0c2699e9875d8f2;5;10018518;"";"";"";"";"";"";"";""
8504f30470c84e7fe92e83d5f22e6276263b990a0569ebd8ac4f37fc70f17a6c;5;10002154;"";"";"";"";"";"";"";""
6254b5fb53e11df3251afb8c39d61e76567aaf4d6ba8b81bf3a82ee566854bfe;5;10005861;"";"";"";"";"";"";"";""
1e8ed4a7ff0f44e5327d05095011406fd248f6b87be669449a03809d0f33f6f2;5;10021300;"";"";"";"";"";"";"";""
920fa3b40da9a89a3b59fdb3807e9f4858357d7e70774c8143217918abe71c34;1;10016858;Beaverton;US;6590 SW Fallbrook Place;(Commercial Industrial);Não Informado;Não Informado;OR;97008
226dc91ea75308b011463702f4a471aee8cc63133c75bfc1d4af57d364330d3d;1;10000472;Van Nuys;US;8000 Haskell Avenue;Não Informado;Não Informado;Não Informado;CA;91406
39648e214e4c82c1859d23ca36748905814cc6cd3a331b9329b6600eea87056f;4;10012425;Oslo;US;RR1 Box 9;Não Informado;Não Informado;Não Informado;MN;56744
6c9168d251eaf0f94ad95c60192a0eb18cf82cf41c810716da7df9f7a199d708;0;10010887;Edmonton;CA;9605 56th Avenue;Não Informado;Não Informado;Não Informado;AB;T6E 0B2
d78f0d78765753a135536b20afdf5d81f9984009b7e3d65a22d23cd72eee9b62;5;10020907;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
c8f3aa7a7c198733f8ba160be9f13b2e45c6c2629205d8ba1846adedbbd9aded;5;10002501;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
46dfc40da4db5c4138315be4f7e61e409e8e58f4025458571a52fa09fa5ddace;5;10020193;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
223b24a0ada1596d071344bfc331e3d43013bdcac62db16a429f4953bdcc7e98;4;10022168;Cass City;US;PO Box 113;Não Informado;Não Informado;Não Informado;MI;48726
69e86ef410d0e9554c887c022d37e91568827bbcc6788ffb8bcde109cf85f6bd;2;10025249;Memphis;US;7221 Highway 64;Não Informado;Não Informado;Não Informado;TN;38133
af592611373fe178c7c8ba8da0e7cc9dcac5d5bbb190c25552322fc9fd584f87;1;10010886;Libby;US;522 Montana Avenue;Não Informado;Não Informado;Não Informado;MT;59923
0c2bcd708cd8413d57b44dfaa66b58d5cbfe38658f8d802f9c4c814fba9b7796;4;10013765;St Louis;US;5821 Hampton Avenue;Não Informado;Não Informado;Não Informado;MO;63109
059efcd77c7f5a880234fdab8e018e39bc231252c1c7267a546d6824d33d673f;4;10027356;Grand Rapids;US;910 North East 4th Street;Não Informado;Não Informado;Não Informado;MN;55744
938d6f7cab83fd21fe65c1142ec3e749094eaf31a0eb382d054b7fdab7f4277b;5;10020247;"";"";"";"";"";"";"";""
5fa55cbcd080dfe1248ab36bdda0bd4950cad0ef9b2eac5ee39583f87aa12a4f;5;10011842;"";"";"";"";"";"";"";""
023077eefeac25049fa7b03f768a481baf0aeef3775c81bdef151dc2d7b5991c;4;10022423;Cincinnati;US;12110 Best Place;Não Informado;Não Informado;Não Informado;OH;45241
60f3ed0fb758e1abce09f3849d460eb8251b4fa1669663ab9d809625720011a0;4;10025021;Depere;US;1151 W Main;Não Informado;Não Informado;Não Informado;WI;54115
2f83054122521a9d5953ac07aff3c34ad003957e952039543ce94e43a833744b;2;10020639;Tulsa;US;PO Box 3445;Não Informado;Não Informado;Não Informado;OK;74101-3445
cbc142501dba44e67b34e592dc58cdcfd02384a4f45ddd24468cc5f848465849;5;10027119;Não Informado;UK;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
7ea11671d4f1af04279d6cc71ae0ea6997e84bb95cfdef2dd176097f07815eab;5;10012885;"";"";"";"";"";"";"";""
15af08695231b778ff9907d04537841b3b2c2706a4ca9c5300f2d4ce4e411310;4;10026560;Dearborn;US;Central Accounting Service;PO Box 6005;Não Informado;Não Informado;MI;48121
bac357d741fff26101f399d52b7ffad5d5cd6cbce25f2ef761eed625fc3b7c47;1;10022434;Placentia;US;PO Box 958;Não Informado;Não Informado;Não Informado;CA;92670
492259a34ecf5532634a75f95c6f641b70823e946e236a096ad014858effafa5;3;10020388;Glen Burnie;US;7216 Ritchie Highway;Não Informado;Não Informado;Não Informado;MD;21061
0ded4316829b319d5dbeb68d3b2ce63958ca81d0c8ac519d542ae3e5a8f49c9d;Region Code;Address Number;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
eee4d287a399bdc628d24bc88ec9fe6cc68190b0169ca4b0c4de41587962d8bb;2;10013188;Charlotte;US;PO Box 36409;Não Informado;Não Informado;Não Informado;NC;28236
003e5e8c8379f1be4092a54f899af35a2b7b7a5abcca92241ef62e6c8aeff2ca;2;10010912;Fort Smith;US;PO Box 849;Não Informado;Não Informado;Não Informado;AR;72902-0849
f119393899c5fd16d501bf485e22f4df80b2a7b110ce0bd6d383efb122acdeee;3;10002969;Manassas;US;12000 Balls Ford Road;Não Informado;Não Informado;Não Informado;VA;20109
b92be423afd5ef7c2ca41ab4238488de4c4f958c8910c0b6eebbe939404737ce;5;10022201;Carcas;UK;Av Blandin Chacao;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
44d5f418125efbc084f589ed03f9403dbfdc744e1508a9e4f1e192612ca665d1;4;10017585;Milwaukie;US;11811 West Silver Spring Drive;Não Informado;Não Informado;Não Informado;WI;53225
e6129d92d259625dedc1bd30c97c094dd9f75f9effd42aa210cdd226ebd6cc1e;1;10025264;Tuscon;US;3545 South Richey Boulevard;Não Informado;Não Informado;Não Informado;AZ;85713
681fc0b90dde34667f11ced09072f4a592dbbfc2ce4a9e0c80249d8fbdd765d5;4;10022750;Watervliet;US;8300 Lane Drive;Não Informado;Não Informado;Não Informado;MI;49098
5473d4c04bef52522c7e375baf68ab2500d5ac1042383a466ab5ea0abb7b8f33;3;10011997;Roanoke;US;2177 Dale Avenue SE;Não Informado;Não Informado;Não Informado;VA;24013
dc9fdfc8d74e6e991291d4f63c6b1e9c336c189f742068e17490d17b5acb1514;2;10021145;Brookhaven;US;1127 South First Street NE;Não Informado;Não Informado;Não Informado;MS;39601
0cdf89c5c0e244d4966126496eee19de38004517763ffc62c58ba2287c1bd438;2;10023509;Tampa;US;513 West Waters Avenue;Não Informado;Não Informado;Não Informado;FL;33604
85a9ead734a140e49a2923790eb055c9e2b88d3c0d6445514859fa7412a6ebdc;4;10025552;Southfield;US;Order Processing Group;25140 Lahser Road Suite 282;Não Informado;Não Informado;MI;48034
03da66fb0e50251dd481f8ccf414dd5dab0827cd4f43ec09d17a170c4b6d0ddf;4;10021139;Livonia;US;PO Box 3382;Attention  Accounts Payable;Não Informado;Não Informado;MI;48151
28915977baf55dafc5260c6c147b28143a92a55f649c70c6602975a3085138d0;3;10022678;Richmond;US;PO Box 24217;Não Informado;Não Informado;Não Informado;VA;23224
46ba595aeab8c4828655d1617216155953d6ae47d8a351dfed6a2f9fec66a31a;5;10021239;"";"";"";"";"";"";"";""
cab0be5e625fdecc9a0d27891a71ecfa7e9716b3c4c95cebb25510259988e6e7;5;10018363;Panama Rep De Panama;IR;EDIF N 4141;Apdo Postal 642 Zona 9-A;Não Informado;Não Informado;Não Informado;Não Informado
726396cf2889c2578aafb09f9d3b8e3e8b427d0b152e96333bad517e7392273a;5;10021494;"";"";"";"";"";"";"";""
3f947d492a61c45a80be7aee67fb00b77a24fb31f99a5c6f46ad1dc58df7125a;1;10023212;Medford;US;c/o Tom's Bronco Parts;2294 Sage Road;Não Informado;Não Informado;OR;97501
319490d9ef65f35c8934f8c19d0305e2eafeba914e3cb0fce60e5fbd0abf7572;1;10025284;Hayward;US;19745 Meekland Avenue;Não Informado;Não Informado;Não Informado;CA;94541
16b1143be70837d7a9e356fdc056600bdf6dc1c0d61e2da5c3d6aab5fae729b3;5;10025063;Não Informado;UK;Private Mail Bag 53;St Peters NSW 2044;Não Informado;Não Informado;Não Informado;Não Informado
d7378ea696cca0007140ce410b20dfcd35ff40884d936de70ef299dfca18fa8a;5;10021297;"";"";"";"";"";"";"";""
88bd48821e76402c4e7eaa4bf0072b322efb7af98a77a211e13f096bb6116ab7;5;10019952;"";"";"";"";"";"";"";""
0719b11e84a1ed0ca18573c8ef2a8879337a2c763686b442a39178ee9f78ad36;4;10027053;Raleigh;US;PO Box 68;Não Informado;Não Informado;Não Informado;IL;62977-0068
b44151dd4f23ef29f5f5d1e01a1004af6a6c41469c1acf2cd285e79a9e898efb;5;10025158;"";"";"";"";"";"";"";""
5e4e0ccbf75213c74c58aeb250b6e95e4efefe2e7a534241950359327c778275;5;10012851;"";"";"";"";"";"";"";""
19a151f2826f6729662d2d2051b26df81e2182d6da5b2b3e93a11ca20a36226c;1;10008893;Yakama;US;508 South First Street;Não Informado;Não Informado;Não Informado;WA;98901
3f8b5fe1638c6265ed7a916c53de069bdf8329abd96db8a1e80b71d93875d8a0;5;10020266;"";"";"";"";"";"";"";""
9930d98ea6ea39c0ad47123524543478fb199e512058f31f385f145563894f15;5;10002153;"";"";"";"";"";"";"";""
8f33b49edc63e397929c62c8b7f80c8b17781e8f11ba0a7bf8e1813451025eb8;5;10012600;"";"";"";"";"";"";"";""
9597e3db3bd2e374b6b3d9a3c8bff8639dfccc2a6da903b617b8dafc0f887ae3;5;10006917;"";"";"";"";"";"";"";""
2a1a567205594a30eead34048e1ec6042ce10a58082d92fc1d9dbc48d89f22e5;4;10012226;Troy;US;Worldwide Purchasing;1996 Technology Drive;Mail Code 483-619-114;Não Informado;MI;48083
448ce2b2f3feb8cafe50fcc4fe195da2bb4980ab754d88da9e84412a42378d32;5;10000486;"";"";"";"";"";"";"";""
a12556852358a94d5fe2700e59b23ae11aecca811b4fa0cd8c65f8238c156ee1;5;10009650;La Paz;UK;Plaza Venezuela 1413-1425;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
a25b7ccf94e7a375fdcd08c03f4d9e70a79d11844d9412981c467214dc26bafa;5;10018129;ZI 1 Ducos;IR;Rue Champion;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado
2b292f2666b781ca325c9c2fa5f55d0782e1aa7656a93afda548602b99381203;4;10026532;Garner;US;500 Highway 18 West;Não Informado;Não Informado;Não Informado;IA;50438
e8b1e2ddfae669d7862da561151a4ef086863f0e06a3aebd9d541aabe8dac736;5;10021006;"";"";"";"";"";"";"";""
244a7101a9d2cbc2104cead9325114335d6c7329296f726c47e2be7847b305b7;2;10016548;Mobile;US;4700 Rangeline Road;Não Informado;Não Informado;Não Informado;AL;36619
